review,appName,platform,sentiment,cleaned_reviews,encoded_sentiment,review_length,category
العبة مره حلو وتستحق اكثر من خمس نجوم ورعة بس في مشكلة وحده هي اذا كتبت كلمة تصير زي كذا####### بس راح اعطيكم خمسة نجوم مسامحة على مشكلة🥺!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Roblox,android,positive,العبه مره حلو وتستحق اكثر من خمس نجوم ورعه بس في مشكله وحده هي اذا كتبت كلمه تصير زي كذا بس راح اعطيكم خمسه نجوم مسامحه علي مشكله,1,132,Gaming
اللعبه عجيييييييييبهههه بس خلو اشياء حلوه تكون مجانا,Roblox,android,positive,العبه عجيبه بس خلو اشياء حلوه تكون مجانا,1,40,Gaming
تطبيق فاشل حملته على اساس اسوي فحص لاختي ان وش الاعراض ركذا وهل تستدعي تدخل او لا وش كان ردة فعل البرنامج حطني بالحجر على طول وازعاج تنبيهات وحذفته برنامج لا يستحق دقيقه من وقتك,"Rest Assured ""Tataman"" App",ios,negative,تطبيق فاشل حملته علي اساس اسوي فحص لاختي ان وش الاعراض ركذا وهل تستدعي تدخل او لا وش كان رده فعل البرنامج حطني بالحجر علي طول وازعاج تنبيهات وحذفته برنامج لا يستحق دقيقه من وقتك,0,177,Government Services
العبه خايسه ماتستهل حتى نجمه واحده,Grand Theft Auto: Vice City,android,positive,العبه خايسه ماتستهل حتي نجمه واحده,1,34,Gaming
الامر صعب جدا منذ ثلاثة ايام وانا احاول تثبيت احد المصحفين بصعوبة بالغة يصل إلى 66‰ ويتوقف ممكن تفسير لذلك وجزاكم الله خيرا,مصحف المدينة النبوية,android,negative,الامر صعب جدا منذ ثلاثه ايام وانا احاول تثبيت احد المصحفين بصعوبه بالغه يصل الي ويتوقف مكن تفسير لذلك وجزاكم اله خيرا,0,120,Education
التطبيق لا يمكن الدخول اليه الافضل الغائه لا احد يستطيع استعماله,Ashanak app,ios,negative,التطبيق لا يمكن الدخول اليه الافضل الغائه لا احد يستطيع استعماله,0,64,Government Services
فاشل بقمة لفشل كل ما اعجب فيني شخص يعطيني حدت خطأ اصلان كلا ياتكون خطا,Tinder Dating Make Friends and Meet New People,android,negative,فاشل بقمه لفشل كل ما اعجب فيني شخص يعطيني حدت خطا اصلان كلا ياتكون خطا,0,70,Social Meeting
سهل حياة الكثير من الناس في السعودية,Absher App,ios,positive,سهل حياه الكثير من الناس في السعوديه,1,36,Government Services
التطبيق ممتاز انصح بتحميله,SHEIN Fashion Shopping Online,android,positive,التطبيق متاز انصح بتحميله,1,25,Shopping
منتحيلين شخصية وهذا عليها عقاب لصاحب التطبيق ومن معه قريب العاجل سوف توصلكم دعوه من المحكمة,Lamour—Meet New Friends,ios,negative,منتحيلين شخصيه وهذا عليها عقاب لصاحب التطبيق ومن معه قريب العاجل سوف توصلكم دعوه من المحكمه,0,91,Social Meeting
تطبيق فاشل وخدمة فاشله عشان ترفع بلاغ لازم تجيب كل المعلومات من ايميل ورقم جوال واكثر الشركات ماعندهم رقم جوال كلها ارقام 900 او 800 واذا فيه خطا بالبلاغ تحذفه وترجع تعبي من اول وجديد,Reporting Trade Violations app,ios,negative,تطبيق فاشل وخدمه فاشله عشان ترفع بلاغ لازم تجيب كل المعلومات من ايميل ورقم جوال واكثر الشركات ماعندهم رقم جوال كلها ارقام او واذا فيه خطا بالبلاغ تحذفه وترجع تعبي من اول وجديد,0,181,Government Services
برنامج رائع يكفيك المشاوير,Absher App,ios,positive,برنامج رائع يكفيك المشاوير,1,26,Government Services
برنامج مقرف بمعنى الكلمة وععع,Fat Pusher,android,negative,برنامج مقرف بمعني الكلمه وع,0,27,Gaming
الرجاء حل مشكلة استنزاف البطارية والعمل بالخلفيه,"""Tawakkalna"" App",ios,negative,الرجاء حل مشكله استنزاف البطاريه والعمل بالخلفيه,0,48,Government Services
افضل تطبيق في العالم,Absher App,ios,positive,افضل تطبيق في العالم,1,20,Government Services
برنامج مش حلو بسبب الشحن,Lamour Live Random Video Chat,android,negative,برنامج مش حلو بسب الشحن,0,23,Social Meeting
برنامج رهيب يستاهل ١٠٠٠ نجمة,iRecorder Video Recorder,android,positive,برنامج رهيب يستاهل نجمه,1,26,Utilities
جممييل ومفييد كمآ.,Tabaud COVID 19 KSA,android,positive,جميل ومفيد كما,1,15,Government Services
عند اضافة موعد قضية الى التقويم يقوم باخراجي من التطبيق,application of the Ministry of Justice,ios,negative,عند اضافه موعد قضيه الي التقويم يقوم باخراجي من التطبيق,0,55,Government Services
التطبيق معلق ما يفتح و أنا ماني قادر أقضي من السوق أدور حل,"""Tawakkalna"" App",ios,negative,التطبيق معلق ما يفتح و انا ماني قادر اقضي من السوق ادور حل,0,58,Government Services
أن هذي العاب روعة جدااان جدااان الكل ينزله,Clash of Clans,android,positive,ان هذي العاب روعه جدان جدان الكل ينزله,1,38,Gaming
أرجو التطوير المستمر مع الشكر والتقدير,Mawid موعد,android,positive,ارجو التطوير المستمر مع الشكر والتقدير,1,38,Government Services
انه مسلي ويملاء الفراغ,Jawaker Trix Tarneeb Baloot Hand & More,android,positive,انه مسلي ويملاء الفراغ,1,22,Gaming
فاشل بالمره حملته أكثر من 20 مره ولايشتغل معي اقل من نجمه بس عشان التعليق,أسعفني,android,negative,فاشل بالمره حملته اكثر من مره ولايشتغل معي اقل من نجمه بس عشان التعليق,0,73,Government Services
لما بفتح المايك بيقول يرجى اعطاء الازن وانا مفعل الاذونات,HAGO Let's hang out Game Chat Live Among Us,android,positive,لما بفتح المايك بيقول يرجي اعطاء الازن وانا مفعل الاذونات,1,57,Gaming
برنامج جميل بس ماعرف شلون ستخدمه,Lamour Live Random Video Chat,android,negative,برنامج جميل بس ماعرف شلون ستخدمه,0,32,Social Meeting
حملته بس عشان التحصيلي خخ,"""Tawakkalna"" App",ios,negative,حملته بس عشان التحصيلي خ,0,24,Government Services
تطبيق ممتاز وعملي نشكركم لجهودكم,Absher App,ios,positive,تطبيق متاز وعملي نشكركم لجهودكم,1,31,Government Services
برنامج جمميل وممتع ونتطلع للافضل وتعديلات اكثر,Yalla Group Voice Chat Rooms,ios,positive,برنامج جميل ومتع ونتطلع لافضل وتعديلات اكثر,1,43,Voice Chat
انيك امك. يبن القحب. ليش. تحضر حسبي انيك امك ز.,BIGO LIVE–Live Stream Live Chat Go Live,android,negative,انيك امك يبن القحب ليش تحضر حسبي انيك امك ز,0,47,Live Streaming
يرنامج خايس ويعلق ومايشتغل زين,Google Maps Transit & Food,ios,negative,يرنامج خايس ويعلق ومايشتغل زين,0,30,Utilities
الاشعارات في التطبيق لا تظهر باللغه العربيه عندما يتم تنزيله باللغه الأنجليزية,"""Tabaud"" App",ios,negative,الاشعارات في التطبيق لا تظهر بالغه العربيه عندما يتم تنزيله بالغه الانجليزيه,0,76,Government Services
ممتازه جدا الراديو متمناز بس يا ريت يعمل حتى عند اغلاق الجواكر,Jawaker Trix Tarneeb Baloot Hand & More,android,positive,متازه جدا الراديو متمناز بس يا ريت يعمل حتي عند اغلاق الجواكر,1,61,Gaming
موقع سيئ جدا,موارد Mawared,android,negative,موقع سيئ جدا,0,12,Government Services
برنامج رائع جدا,Ahlan Free Group Voice Chat & ClubHouse,android,positive,برنامج رائع جدا,1,15,Voice Chat
ككككككاغانتلنبخخ سبسكرايب سنستمر ستؤمن ينفعش سيلينا سنستمر نيمار ميمي مايو وفي ميمي,TikTok,android,positive,كاغانتلنبخ سبسكرايب سنستمر ستؤمن ينفعش سيلينا سنستمر نيمار ميمي مايو وفي ميمي,1,77,Social Media
سيء جداً كل ماجيت بطلب يقولي حصل خطأ,Amazon Shopping Search Find Ship and Save,android,negative,سيء جدا كل ماجيت بطلب يقولي حصل خطا,0,35,Shopping
"ادفع لتلعب بشكل طبيعي المفروض كذا يسمون لعبتهم 
لايوجد تنافسيه لمحدودي الدفع و الذين لا يدفعون عليها معى الذين يدفعون بشكل اكثر بقليل و الحيتان مسمى يطلق لأصحاب الدفع المفتوح، في المستويات العليا، من الاخر لا تحملها وتبلش فيها العبه جميله لا يختلف احد على ذالك لاكنها تستغلك لاخر رمق فيك وتحاول تشفطك فلوس من الاخر راح تدمنها وراح تدفع عصب عنك حتى لو القليل حتدفع حتدفع",Rise of Kingdoms,ios,negative,ادفع لتلعب بشكل طبيعي المفروض كذا يسمون لعبتهم لايوجد تنافسيه لمحدودي الدفع و الذين لا يدفعون عليها معي الذين يدفعون بشكل اكثر بقليل و الحيتان مسمي يطلق لاصحاب الدفع المفتوح، في المستويات العليا، من الاخر لا تحملها وتبلش فيها العبه جميله لا يختلف احد علي ذالك لاكنها تستغلك لاخر رمق فيك وتحاول تشفطك فلوس من الاخر راح تدمنها وراح تدفع عصب عنك حتي لو القليل حتدفع حتدفع,0,369,Gaming
برنامج جميل جدا وجربته ، و شغال مافيه اي مشكلة ويحدد المكان بدقة عالية ... وأتمنى لو يتم اضافة مواقع الويب الرسمية كما أضيف تويتر  ، نسأل الله أن يحمي البلاد والعباد .,Kollona Amn,android,positive,برنامج جميل جدا وجربته ، و شغال مافيه اي مشكله ويحد المكان بدقه عاليه واتمني لو يتم اضافه مواقع الويب الرسميه كما اضيف تويتر ، نسال اله ان يحمي البلاد والعباد,1,162,Government Services
والله لو في اقل من نجمة ما تستاهلونها اسوء تجربة ... واسوء اسوء تطبيق في حياة البشرية .. يا اخي عيب ازعجتونا برسائل التطبيق اللي فعلا تسويق فقط لاغير وهذا ان دل على فشلكم .. والاسوء من هذا عند التجربة واستلام الطلب بانه جاري العمل علية وبعد اكثر من نصف ساعة توصلني رسالة ما قدرنا نلبي طلبك خير انشالله وش السالفة ما تدري ... أقول اخر تجربة لهذا التطبيق الفاشل وانشالله جميع الزملاء والاهل وكل من يتعامل معكم سيتم تزويدهم بالتجربة وتم الحذف بنجاح,HungerStation Food Groceries Delivery & More,android,negative,واله لو في اقل من نجمه ما تستاهلونها اسوء تجربه واسوء اسوء تطبيق في حياه البشريه يا اخي عيب ازعجتونا برسائل التطبيق الي فعلا تسويق فقط لاغير وهذا ان دل علي فشلكم والاسوء من هذا عند التجربه واستلام الطلب بانه جاري العمل عليه وبعد اكثر من نصف ساعه توصلني رساله ما قدرنا نلبي طلبك خير انشاله وش السالفه ما تدري اقول اخر تجربه لهذا التطبيق الفاشل وانشاله جميع الزملاء والاهل وكل من يتعامل معكم سيتم تزويدهم بالتجربه وتم الحذف بنجاح,0,435,Food Delivery
يہآلَهہ ؤُيہآهہمہ 🤣ؤُآؤُ جہمہيہلَ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,PUBG MOBILE DREAM TEAM,android,positive,يہالهہ ؤيہاهہمہ ؤاؤ جہمہيہل,1,30,Gaming
دى لعبة ماسونية,Nida Harb 3: Alliance Empire MMO Nuclear War,android,negative,دي لعبه ماسونيه,0,15,Gaming
سوق دت كوم  قبل تغيير الاسم الى امازون السعوديه فاشل من ناحية البضاعه والضمان والاسعار جدا مرتفعه مقارنه مع سوق امازون ولا انصح بتحميله والتعامل معه عليه اعادة سياسته وتطبيق اسعار امازون الاصلي تعبنا من السياسه التسويقيه الفاشله ناقصين تحاربونا في الاسواق الخارجيه الجيده مثل امازون,Amazon Shopping made easy,ios,negative,سوق دت كوم قبل تغير الاسم الي امازون السعوديه فاشل من ناحيه البضاعه والضمان والاسعار جدا مرتفعه مقارنه مع سوق امازون ولا انصح بتحميله والتعامل معه عليه اعاده سياسته وتطبيق اسعار امازون الاصلي تعبنا من السياسه التسويقيه الفاشله ناقصين تحاربونا في الاسواق الخارجيه الجيده مثل امازون,0,280,Shopping
ليست كما تبدو في الاعلان,Hitmasters,android,negative,ليست كما تبدو في الاعلان,0,24,Gaming
مش عاوز يحمل,Tango Live Video Broadcasts and Streaming Chats,android,negative,مش عاوز يحمل,0,12,Live Streaming
ليش لا يحديث,Yalla Ludo Ludo&Domino,android,negative,ليش لا يحديث,0,12,Gaming
بعد تحديث التطبيق للهوية الجديدة تحول الى اسوء تطبيق بدائي جداً مادري هالشركة متجهه الى اين شعار جديد مسروق وتطبيق دمااااار,mystc KSA,ios,negative,بعد تحديث التطبيق لهويه الجديده تحول الي اسوء تطبيق بدائي جدا مادري هالشركه متجه الي اين شعار جديد مسروق وتطبيق دمار,0,116,Other
من دون مقدمات صاروا الناس اللي عندي مضافين ما اقدر اعملهم دعوة ولا يطلعون متصلين حتى لو كان جالس جنبي ؟؟,Texas Hold'em Poker: Pokerist,ios,negative,من دون مقدمات صاروا الناس الي عندي مضافين ما اقدر اعملهم دعوه ولا يطلعون متصلين حتي لو كان جالس جنبي ؟,0,102,Gaming
من زمان العبها جدا حلوه,Garena Free Fire The Cobra,android,positive,من زمان العبها جدا حلوه,1,23,Gaming
اللعبه جميله لاكنه ممله نوعاً ما لقلة العرب الي فيها,Call of Duty®: Mobile,ios,negative,العبه جميله لاكنه مله نوعا ما لقله العرب الي فيها,0,49,Gaming
تحديث فاشل اللعبة تقطع وثگيلة جدآ,Evony: The King's Return,android,negative,تحديث فاشل العبه تقطع وثگيله جدا,0,32,Gaming
واو جميلل معاكم!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,TikTok,android,positive,واو جميل معاكم,1,15,Social Media
البرنامج جميل جدا،ولاكن اريد بعض من الكوينز ,Nonolive Live Streaming & Video Chat,android,positive,البرنامج جميل جدا،ولاكن اريد بعض من الكوينز,1,44,Live Streaming
تطبيق ممتاز أنصح لكل ينزله,Telegram,android,negative,تطبيق متاز انصح لكل ينزله,0,25,Social Media
المندوب يقوم بتوصيل طلبات حسب الخريطه متوقف لدى كنتاكي ولدي صور من الخريطه اريد الشكوى وحيث لم يصل المندوب الى الان,HungerStation,ios,negative,المندوب يقوم بتوصيل طلبات حسب الخريطه متوقف لدي كنتاكي ولدي صور من الخريطه اريد الشكوي وحيث لم يصل المندوب الي الان,0,115,Food Delivery
برنامج خيالي ويستحق انك اتنزله,Hello Yo – Free Voice Chat Rooms,android,positive,برنامج خيالي ويستحق انك اتنزله,1,30,Voice Chat
التطبيق لا يعمل,Reporting Trade Violations app,ios,negative,التطبيق لا يعمل,0,15,Government Services
افضل لعبه في التاريخ,Garena Free Fire: BOOYAH Day,ios,positive,افضل لعبه في التاريخ,1,20,Gaming
البرنامج جميل جدا حملوه,Yalla Group Voice Chat Rooms,ios,positive,البرنامج جميل جدا حملوه,1,23,Voice Chat
"اللعبة مرة حلوة بس في شيء غريب هو تحدثت اللعبة لحالها مو قصدي تتكلم قصدي 
تحديث",My PlayHome Stores,android,positive,العبه مره حلوه بس في شيء غريب هو تحدثت العبه لحالها مو قصدي تكلم قصدي تحديث,1,76,Gaming
نصيحه لحد يحمله اغبى وافشل تطبيق في الابستور يطلب مبالغ خياليه ومافيه تفاعل مدري ليش معطينه 4 نجوم حرام عليه حتى صفر,SayHi Chat Meet New People,ios,negative,نصيحه لحد يحمله اغبي وافشل تطبيق في الابستور يطلب مبالغ خياليه ومافيه تفاعل مدري ليش معطينه نجوم حرام عليه حتي صفر,0,116,Social Meeting
زفت بعلق كثير وبتتغلب لما تفوت عالبث الي بدك اياه سيء جدا,Nonolive Live Streaming & Video Chat,android,negative,زفت بعلق كثير وبتغلب لما تفوت عالبث الي بدك اياه سيء جدا,0,56,Live Streaming
المامول افضل وأجمل واحسن لكن للأسف,Eatmarna,android,negative,المامول افضل واجمل واحسن لكن لاسف,0,33,Government Services
لا احد يحل البلاغات و لا يستجيبون و تطبيق عقيم به عيوب تستحق تطوير و تحديث و سد عيوب اساسية,mystc KSA,ios,negative,لا احد يحل البلاغات و لا يستجيبون و تطبيق عقيم به عيوب تستحق تطوير و تحديث و سد عيوب اساسيه,0,91,Other
موقع ممتاز جدا للتواصل عبر العالم فكرة هائلة,Azar Video Chat,android,positive,موقع متاز جدا لتواصل عبر العالم فكره هائله,1,42,Social Meeting
الدعم شوي غالي مبالغ فيه,StarMaker Sing Karaoke Songs,ios,positive,الدعم شوي غالي مبالغ فيه,1,24,Entertainment
التطبيق سهل الاستخدام وواضح,mystc KSA,ios,positive,التطبيق سهل الاستخدام واضح,1,26,Other
الدعم سيء ولا يعرفون يردون حقك مع ان جاني الطلب متاخر والاكل بارد وكلمتهم ولا رجعوا لي شي وكل يوم يقول في الدعم تم الرفع الى القسم المختص والمشكله ما يكلمون ولا يرجعون حقك ما انصح تدفع الكتروني لان الدعم سيء,Jahez,ios,negative,الدعم سيء ولا يعرفون يردون حقك مع ان جاني الطلب متاخر والاكل بارد وكلمتهم ولا رجعوا لي شي وكل يوم يقول في الدعم تم الرفع الي القسم المختص والمشكله ما يكلمون ولا يرجعون حقك ما انصح تدفع الكتروني لان الدعم سيء,0,207,Food Delivery
سريع ومفيد حقا أستفدت منه كثيرا,Google Translate,android,positive,سريع ومفيد حقا استفدت منه كثيرا,1,31,Utilities
كلشش حلوه عن جد واواووو,Instagram,android,positive,كلش حلوه عن جد واواو,1,20,Social Media
لا استطيع تسجيل الدخول,"""Virtual Kindergarten Rawda "" App",ios,negative,لا استطيع تسجيل الدخول,0,22,Education
لقد تم استعاده قريتي شكرًا جزيلا,Clash of Clans,ios,positive,لقد تم استعاده قريتي شكرا جزيلا,1,31,Gaming
تغيرتوا مره مو زي اول,Anghami: Play Music & Podcasts,ios,positive,تغيرتوا مره مو زي اول,1,21,Entertainment
رجاءا توضيح علامة الربع والحزب والجزء لتكون واضحة وظاهرة بوضع اي شعار او علامة في الاطار الجانبي للصفحة,مصحف المدينة النبوية,android,positive,رجاءا توضيح علامه الربع والحزب والجزء لتكون واضحه وظاهره بوضع اي شعار او علامه في الاطار الجانبي لصفحه,1,102,Education
مع يلا يمكنك بحريه اختيار الأشخاص لتقضيه الوقت معهم بدون قيود أو ارشادات,Yalla Group Voice Chat Rooms,ios,positive,مع يلا يمكنك بحريه اختيار الاشخاص لتقضيه الوقت معهم بدون قيود او ارشادات,1,72,Voice Chat
البرنامج لايعمل بالتحديث الاخير,Saudi Post App,ios,negative,البرنامج لايعمل بالتحديث الاخير,0,31,Government Services
حاولت أكثر من مره مره مايدخل برنامج اسجل بياناتي مايدخل,Eatmarna,android,negative,حاولت اكثر من مره مره مايدخل برنامج اسجل بياناتي مايدخل,0,55,Government Services
زينب بنت العراقي افتخر,Emoji Puzzle,android,positive,زينب بنت العراقي افتخر,1,22,Gaming
الله يحفظ بلادنا,Kolluna Amn app,ios,positive,اله يحفظ بلادنا,1,15,Government Services
افضل لعبه شفتها في حياتي,Brawl Stars,android,positive,افضل لعبه شفتها في حياتي,1,24,Gaming
محمد حسن جسم,Yalla Free Voice Chat Rooms,android,positive,محمد حسن جسم,1,12,Voice Chat
حلوو التطبيق عشان فيه ملابس بي تي اس⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩,Amazon Shopping Search Find Ship and Save,android,positive,حلو التطبيق عشان فيه ملابس بي تي اس,1,55,Shopping
ثقيلة أثقل من ما تحمل على يديك,INVASION: صقور العرب‎,android,negative,ثقيله اثقل من ما تحمل علي يديك,0,30,Gaming
الله يكون معنا في الغلاء اللي راح يصير بعد شهر 10 يارب اجعله خيرا لنا يارب,Amazon Shopping Search Find Ship and Save,android,negative,اله يكون معنا في الغلاء الي راح يصير بعد شهر يارب اجعله خيرا لنا يارب,0,72,Shopping
احلا واروع برنامج,SayHi Chat Meet New People,android,positive,احلا واروع برنامج,1,17,Social Meeting
قووووو ولي مااعجبه الله معه,imo free video calls and chat,android,positive,قو ولي ماعجبه اله معه,1,21,Video Calls
بجد اروع برنامج شفته,Find My Phone Whistle gadget finder by whistling,android,positive,بجد اروع برنامج شفته,1,20,Utilities
هادا أروع تطبيق في العالم,StarMaker: Sing free Karaoke Record music videos,android,positive,هادا اروع تطبيق في العالم,1,25,Entertainment
تطبيق حلو ورائع,Tube Browser for youtube,ios,positive,تطبيق حلو ورائع,1,15,Utilities
تطبيق ممتاز وفيه أغلب الخدمات الخاصه بالمواطن وسهل الاستخدام,Absher App,ios,positive,تطبيق متاز وفيه اغلب الخدمات الخاصه بالمواطن وسهل الاستخدام,1,59,Government Services
لعبة تحتاج لي مصاري وانا F2p وكلها حيتان يدفعو فلوس ستموت العبة قريبن تم المسح,Rise of Kingdoms: Lost Crusade,android,negative,لعبه تحتاج لي مصاري وانا وكلها حيتان يدفعو فلوس ستموت العبه قريبن تم المسح,0,78,Gaming
لم تشتغل لما,Nida Harb 3: Alliance Empire MMO Nuclear War,android,negative,لم تشتغل لما,0,12,Gaming
جميل جميل صراحه,Yalla Group Voice Chat Rooms,ios,positive,جميل جميل صراحه,1,15,Voice Chat
اسعار التوصيل غالي بمقارنه بتطبيقات  الثانيه  فيه اكثر من تطبيق افضل منه واسعاره معقوله مايستاهل نجمه احيانا المطعم قريب من البيت وياخذ دبل سعر الطلب,Jahez,ios,negative,اسعار التوصيل غالي بمقارنه بتطبيقات الثانيه فيه اكثر من تطبيق افضل منه واسعاره معقوله مايستاهل نجمه احيانا المطعم قريب من البيت وياخذ دبل سعر الطلب,0,147,Food Delivery
"صارلي اسبوع ابي ابلغ والبرنامج مو راضي يقول ادخل رقمك لارسال رمز التفعيل 
واذا دخلته مايرسلون الرمز",تقديم بلاغ مخالفة تجارية,android,negative,صارلي اسبوع ابي ابلغ والبرنامج مو راضي يقول ادخل رقمك لارسال رمز التفعيل واذا دخلته مايرسلون الرمز,0,99,Government Services
تطبيق سيء جدا يعتمد الإحتيال على العميل والمندوب,HungerStation Food Groceries Delivery & More,android,negative,تطبيق سيء جدا يعتمد الاحتيال علي العميل والمندوب,0,48,Food Delivery
مش بكسب فلوس. ليه مع انى الباقه بتخلص. وبفضل العب طول اليوم,HAGO Let's hang out Game Chat Live Among Us,android,negative,مش بكسب فلوس ليه مع اني الباقه بتخلص وبفضل العب طول اليوم,0,59,Gaming
لا يستحق نص نجمه وانصح بعدم استخدامه,HungerStation,ios,negative,لا يستحق نص نجمه وانصح بعدم استخدامه,0,36,Food Delivery
حجزنا العمرة بقوة ولسه كمان تحجز المواصلات ويعللق الين راح حجز العمرة المبدئي بسبب التعليق لا حول ولا قوة الا بالله,Eatmarna,android,negative,حجزنا العمره بقوه ولسه كمان تحجز المواصلات ويعلق الين راح حجز العمره المبدئي بسب التعليق لا حول ولا قوه الا باله,0,112,Government Services
اللعبه معلقه عندي شالحل,State of Survival: Zombie War,ios,negative,العبه معلقه عندي شالحل,0,22,Gaming
على كبيتر وال أيش أنا ما فتحت عندي,Roblox,android,negative,علي كبيتر وال ايش انا ما فتحت عندي,0,34,Gaming
شكرا كثيرا على هذا البرنامج الرائع,SayHi Chat Meet New People,android,positive,شكرا كثيرا علي هذا البرنامج الرائع,1,34,Social Meeting
للاسف التطبيق لا يعمل ولا يستفاد منه,Ministry of Environment Water & Agriculture App,ios,negative,لاسف التطبيق لا يعمل ولا يستفاد منه,0,35,Government Services
هذا التحديث خرب البرنامج ليتني ماحدثت,SayHi Chat Meet New People,ios,negative,هذا التحديث خرب البرنامج ليتني ماحدثت,0,37,Social Meeting
كل المراحل الي فيها منحرفه,DOP 2: Delete One Part,android,negative,كل المراحل الي فيها منحرفه,0,26,Gaming
خرا خرا خرا خرااااااااااااا,Azar Video Chat,android,negative,خرا خرا خرا خرا,0,15,Social Meeting
العن وازبل تطبيق اجربو وتوبه اول واخر مره والزق بتطبيقكم الخايس بس تسحبون من فلوس ع قلت فايده,HungerStation,ios,negative,العن وازبل تطبيق اجربو وتوبه اول واخر مره والزق بتطبيقكم الخايس بس تسحبون من فلوس ع قلت فايده,0,93,Food Delivery
اتمنى تعريب اللعبة,Gardenscapes,ios,positive,اتمني تعريب العبه,1,17,Gaming
"الطلبات جدا تتاخر 
ولا يوجد التزام بالوقت 
والمندوب غير متبع اجراءات النظافه والاحترازات الصحيه من كرونا",HungerStation,ios,negative,الطلبات جدا تاخر ولا يوجد التزام بالوقت والمندوب غير متبع اجراءات النظافه والاحترازات الصحيه من كرونا,0,103,Food Delivery
والله لاردو ولا تجاوبو,أسعفني,android,negative,واله لاردو ولا تجاوبو,0,21,Government Services
خدمه رائعه جدا قدمتها الداخليه للمواطنين,Absher App,ios,positive,خدمه رائعه جدا قدمتها الداخليه لمواطنين,1,39,Government Services
فاشل بعد التحديث,Mawid موعد,android,negative,فاشل بعد التحديث,0,16,Government Services
يا جماعه ما حدش يحمل ابلكيشن اهو جو خالص لانه ابلكيشن هكر وانا عن نفسي مش حاسه ان في اي نوع من المتعه,HAGO Let's hang out Game Chat Live Among Us,android,negative,يا جماعه ما حدش يحمل ابلكيشن اهو جو خالص لانه ابلكيشن هكر وانا عن نفسي مش حاسه ان في اي نوع من المتعه,0,101,Gaming
اللعبه تحملت عندي بس ماتفتح تعلق وهي تتحمل وش السبب,State of Survival: Zombie War,ios,negative,العبه تحملت عندي بس ماتفتح تعلق وهي تحمل وش السب,0,48,Gaming
ممتاز للمسافرين والمغتربين,Tango Live Video Broadcasts,ios,positive,متاز لمسافرين والمغتربين,1,24,Live Streaming
حلوه بس مش احسن من pobg,Hitman Sniper,android,positive,حلوه بس مش احسن من,1,23,Gaming
لا يتجاوب بصريح تنقل تأخير,أسعفني,android,negative,لا يتجاوب بصريح تنقل تاخير,0,26,Government Services
بما ان التطبيق يمثل وزارة الصحة فالعتب على ادارة التقنية الي اطلقت هذا التطبيق قبل جاهزيته من كل النواحي وقبل ماتختبر اداء التطبيق,Mawid app,ios,negative,بما ان التطبيق يمثل وزاره الصحه فالعتب علي اداره التقنيه الي اطلقت هذا التطبيق قبل جاهزيته من كل النواحي وقبل ماتختبر اداء التطبيق,0,130,Government Services
ممكن اتنزلون لعبة gta5 في المبايل,Grand Theft Auto: San Andreas,android,positive,مكن اتنزلون لعبه في المبايل,1,32,Gaming
انزلت التطبيق ولم استطيع الاتصال بالفيديوا يفصل.,imo free video calls and chat,android,negative,انزلت التطبيق ولم استطيع الاتصال بالفيديوا يفصل,0,48,Video Calls
رافض يفتح التطبيق ما سبب والى الان مافي حل اذا كان ممكن اهتمام في التطبيق,Eatmarna,android,negative,رافض يفتح التطبيق ما سب والي الان مافي حل اذا كان مكن اهتمام في التطبيق,0,71,Government Services
اسوا خدمة عملاء لشركة بعد هرفي,HungerStation,ios,negative,اسوا خدمه عملاء لشركه بعد هرفي,0,30,Food Delivery
بدايه موفقه بإذن الله,تقديم بلاغ مخالفة تجارية,android,positive,بدايه موفقه باذن اله,1,20,Government Services
"لايقبل الصور بحجة الحجم كبير
بمجرد الخروج من التطبيق يمسح جميع ماقمت بكتابته
ينقصه تصنيف اكثر للبلاغات",Kolluna Amn app,ios,negative,لايقبل الصور بحجه الحجم كبير بمجرد الخروج من التطبيق يمسح جميع ماقمت بكتابته ينقصه تصنيف اكثر لبلاغات,0,101,Government Services
